"","Rk","Year","Tm","Lg","G","W","L","Ties","W.L.","pythW.L.","Finish","GB","Playoffs","R","RA","Attendance","BatAge","PAge","X.Bat","X.P","Top.Player","Managers","current"
"777",128,1889,"Cincinnati Red Stockings","AA",141,76,63,2,0.547,0.57,"4th of 8","18.0","",897,769,"",27.8,25.7,16,6,"J.Duryea (9.0)","G.Schmelz (76-63)","Cincinnati Reds"
"778",129,1888,"Cincinnati Red Stockings","AA",137,80,54,3,0.597,0.578,"4th of 8","11.5","",745,628,"",28,23.3,17,6,"J.Reilly (5.2)","G.Schmelz (80-54)","Cincinnati Reds"
"779",130,1887,"Cincinnati Red Stockings","AA",136,81,54,1,0.6,0.582,"2nd of 8","14.0","",892,745,"",27.4,24.1,19,9,"M.Smith (10.6)","G.Schmelz (81-54)","Cincinnati Reds"
"780",131,1886,"Cincinnati Red Stockings","AA",141,65,73,3,0.471,0.509,"5th of 8","27.5","",883,865,"",27.6,24.3,28,15,"T.Mullane (5.4)","O.Caylor (65-73)","Cincinnati Reds"
"781",132,1885,"Cincinnati Red Stockings","AA",112,63,49,0,0.563,0.55,"2nd of 8","16.0","",642,575,"",27.9,24.8,18,10,"L.McKeon (3.9)","O.Caylor (63-49)","Cincinnati Reds"
"782",133,1884,"Cincinnati Red Stockings","AA",112,68,41,3,0.624,0.67,"5th of 13","8.0","",754,512,"",26.9,27.1,20,5,"W.White (5.7)","W.White (44-27) and P.Snyder (24-14)","Cincinnati Reds"
"783",134,1883,"Cincinnati Red Stockings","AA",98,61,37,0,0.622,0.703,"3rd of 8","5.0","",662,413,"",26.6,27.2,16,5,"W.White (9.1)","P.Snyder (61-37)","Cincinnati Reds"
"784",135,1882,"Cincinnati Red Stockings","AA",80,55,25,0,0.688,0.75,"1st of 6","--","",489,268,"",25.5,26.6,15,3,"W.White (11.1)","P.Snyder (55-25)","Cincinnati Reds"
"785",1,2016,"Cleveland Indians","AL Central",161,94,67,0,0.584,0.563,"1st of 5","--","Lost WS (4-3)",777,676,"1,591,667",29,28.1,39,27,"C.Kluber (6.5)","T.Francona (94-67)","Cleveland Indians"
"786",2,2015,"Cleveland Indians","AL Central",161,81,80,0,0.503,0.52,"3rd of 5","13.5","",669,640,"1,388,905",28,27.3,49,27,"F.Lindor (4.6)","T.Francona (81-80)","Cleveland Indians"
"787",3,2014,"Cleveland Indians","AL Central",162,85,77,0,0.525,0.511,"3rd of 5","5.0","",669,653,"1,437,393",28.5,27.2,46,22,"C.Kluber (7.4)","T.Francona (85-77)","Cleveland Indians"
"788",4,2013,"Cleveland Indians","AL Central",162,92,70,0,0.568,0.554,"2nd of 5","1.0","Lost ALWC (1-0)",745,662,"1,572,926",28.6,27.5,49,28,"J.Kipnis (5.7)","T.Francona (92-70)","Cleveland Indians"
"789",5,2012,"Cleveland Indians","AL Central",162,68,94,0,0.42,0.393,"4th of 5","20.0","",667,845,"1,603,596",27.8,27.6,48,24,"C.Santana (4.0)","M.Acta (65-91) and S.Alomar (3-3)","Cleveland Indians"
"790",6,2011,"Cleveland Indians","AL Central",162,80,82,0,0.494,0.465,"2nd of 5","15.0","",704,760,"1,840,835",27.8,26.7,46,22,"A.Cabrera (5.0)","M.Acta (80-82)","Cleveland Indians"
"791",7,2010,"Cleveland Indians","AL Central",162,69,93,0,0.426,0.431,"4th of 5","25.0","",646,752,"1,391,644",27.2,26.6,45,22,"S.Choo (5.9)","M.Acta (69-93)","Cleveland Indians"
"792",8,2009,"Cleveland Indians","AL Central",162,65,97,0,0.401,0.449,"4th of 5","21.5","",773,865,"1,766,242",27.4,27.8,52,29,"S.Choo (5.5)","E.Wedge (65-97)","Cleveland Indians"
"793",9,2008,"Cleveland Indians","AL Central",162,81,81,0,0.5,0.526,"3rd of 5","7.5","",805,761,"2,169,760",27.7,28.6,49,28,"C.Lee (6.8)","E.Wedge (81-81)","Cleveland Indians"
"794",10,2007,"Cleveland Indians","AL Central",162,96,66,0,0.593,0.564,"1st of 5","--","Lost ALCS (4-3)",811,704,"2,275,912",28.1,29.4,41,21,"C.Sabathia (6.4)","E.Wedge (96-66)","Cleveland Indians"
"795",11,2006,"Cleveland Indians","AL Central",162,78,84,0,0.481,0.549,"4th of 5","18.0","",870,782,"1,997,995",27.8,28.6,45,23,"G.Sizemore (6.6)","E.Wedge (78-84)","Cleveland Indians"
"796",12,2005,"Cleveland Indians","AL Central",162,93,69,0,0.574,0.594,"2nd of 5","6.0","",790,642,"2,013,763",27.7,29.2,38,17,"G.Sizemore (6.6)","E.Wedge (93-69)","Cleveland Indians"
"797",13,2004,"Cleveland Indians","AL Central",162,80,82,0,0.494,0.501,"3rd of 5","12.0","",858,857,"1,814,401",28.6,27.3,52,30,"T.Hafner (5.0)","E.Wedge (80-82)","Cleveland Indians"
"798",14,2003,"Cleveland Indians","AL Central",162,68,94,0,0.42,0.451,"4th of 5","22.0","",699,778,"1,730,002",27.1,26.3,54,29,"M.Bradley (4.1)","E.Wedge (68-94)","Cleveland Indians"
"799",15,2002,"Cleveland Indians","AL Central",162,74,88,0,0.457,0.443,"3rd of 5","20.5","",739,837,"2,616,940",30.3,28.1,59,31,"J.Thome (7.4)","C.Manuel (39-47) and J.Skinner (35-41)","Cleveland Indians"
"800",16,2001,"Cleveland Indians","AL Central",162,91,71,0,0.562,0.54,"1st of 5","--","Lost LDS (3-2)",897,821,"3,175,523",31,29.1,44,24,"R.Alomar (7.3)","C.Manuel (91-71)","Cleveland Indians"
"801",17,2000,"Cleveland Indians","AL Central",162,90,72,0,0.556,0.569,"2nd of 5","5.0","",950,816,"3,456,278",30.1,30.2,55,32,"R.Alomar (5.6)","C.Manuel (90-72)","Cleveland Indians"
"802",18,1999,"Cleveland Indians","AL Central",162,97,65,0,0.599,0.573,"1st of 5","--","Lost LDS (3-2)",1009,860,"3,468,456",29.2,30.6,51,25,"R.Alomar (7.4)","M.Hargrove (97-65)","Cleveland Indians"
"803",19,1998,"Cleveland Indians","AL Central",162,89,73,0,0.549,0.54,"1st of 5","--","Lost ALCS (4-2)",850,779,"3,467,299",29.5,29.8,48,23,"K.Lofton (5.9)","M.Hargrove (89-73)","Cleveland Indians"
"804",20,1997,"Cleveland Indians","AL Central",161,86,75,0,0.534,0.529,"1st of 5","--","Lost WS (4-3)",868,815,"3,404,750",30.2,29.7,46,21,"J.Thome (5.4)","M.Hargrove (86-75)","Cleveland Indians"
"805",21,1996,"Cleveland Indians","AL Central",161,99,62,0,0.615,0.596,"1st of 5","--","Lost LDS (3-1)",952,769,"3,318,174",29.7,30.3,44,18,"J.Thome (7.5)","M.Hargrove (99-62)","Cleveland Indians"
"806",22,1995,"Cleveland Indians","AL Central",144,100,44,0,0.694,0.644,"1st of 5","--","Lost WS (4-2)",840,607,"2,842,745",29,30.6,41,20,"A.Belle (6.9)","M.Hargrove (100-44)","Cleveland Indians"
"807",23,1994,"Cleveland Indians","AL Central",113,66,47,0,0.584,0.586,"2nd of 5","1.0","",679,562,"1,995,174",28.4,30.7,40,21,"K.Lofton (7.2)","M.Hargrove (66-47)","Cleveland Indians"
"808",24,1993,"Cleveland Indians","AL East",162,76,86,0,0.469,0.487,"6th of 7","19.0","",790,813,"2,177,908",27.2,27.3,48,26,"K.Lofton (7.6)","M.Hargrove (76-86)","Cleveland Indians"
"809",25,1992,"Cleveland Indians","AL East",162,76,86,0,0.469,0.454,"4th of 7","20.0","",674,746,"1,224,094",25.9,27,42,20,"K.Lofton (6.6)","M.Hargrove (76-86)","Cleveland Indians"
"810",26,1991,"Cleveland Indians","AL East",162,57,105,0,0.352,0.376,"7th of 7","34.0","",576,759,"1,051,863",25.6,26.8,53,24,"G.Swindell (3.8)","J.McNamara (25-52) and M.Hargrove (32-53)","Cleveland Indians"
"811",27,1990,"Cleveland Indians","AL East",162,77,85,0,0.475,0.497,"4th of 7","11.0","",732,737,"1,225,240",27.4,28.1,44,21,"B.Jacoby (3.5)","J.McNamara (77-85)","Cleveland Indians"
"812",28,1989,"Cleveland Indians","AL East",162,73,89,0,0.451,0.464,"6th of 7","16.0","",604,654,"1,285,542",27.1,28.5,47,20,"T.Candiotti (4.7)","D.Edwards (65-78) and J.Hart (8-11)","Cleveland Indians"
"813",29,1988,"Cleveland Indians","AL East",162,78,84,0,0.481,0.457,"6th of 7","11.0","",666,731,"1,411,610",28.1,27,44,18,"G.Swindell (5.9)","D.Edwards (78-84)","Cleveland Indians"
"814",30,1987,"Cleveland Indians","AL East",162,61,101,0,0.377,0.386,"7th of 7","37.0","",742,957,"1,077,898",27.7,30.5,44,21,"B.Butler (4.9)","P.Corrales (31-56) and D.Edwards (30-45)","Cleveland Indians"
"815",31,1986,"Cleveland Indians","AL East",163,84,78,1,0.519,0.495,"5th of 7","11.5","",831,841,"1,471,805",27.6,29.8,36,18,"J.Carter (5.7)","P.Corrales (84-78)","Cleveland Indians"
"816",32,1985,"Cleveland Indians","AL East",162,60,102,0,0.37,0.424,"7th of 7","39.5","",729,861,"655,181",28,27.4,38,19,"B.Butler (4.7)","P.Corrales (60-102)","Cleveland Indians"
"817",33,1984,"Cleveland Indians","AL East",163,75,87,1,0.463,0.497,"6th of 7","29.0","",761,766,"734,079",27.4,27.2,40,19,"B.Blyleven (7.2)","P.Corrales (75-87)","Cleveland Indians"
"818",34,1983,"Cleveland Indians","AL East",162,70,92,0,0.432,0.45,"7th of 7","28.0","",704,785,"768,941",29.8,27.7,40,17,"L.Sorensen (3.9)","M.Ferraro (40-60) and P.Corrales (30-32)","Cleveland Indians"
"819",35,1982,"Cleveland Indians","AL East",162,78,84,0,0.481,0.459,"6th of 7","17.0","",683,748,"1,044,021",28.7,27.4,36,16,"T.Harrah (6.5)","D.Garcia (78-84)","Cleveland Indians"
"820",36,1981,"Cleveland Indians","AL East",103,52,51,0,0.505,0.488,"6th of 7","7.0","",431,442,"661,395",28.8,28.3,33,12,"B.Blyleven (5.6)","D.Garcia (52-51)","Cleveland Indians"
"821",37,1980,"Cleveland Indians","AL East",160,79,81,0,0.494,0.459,"6th of 7","23.0","",738,807,"1,033,827",27.7,26.8,33,13,"T.Harrah (4.4)","D.Garcia (79-81)","Cleveland Indians"
"822",38,1979,"Cleveland Indians","AL East",161,81,80,0,0.503,0.474,"6th of 7","22.0","",760,805,"1,011,644",28.1,26.7,33,14,"S.Monge (5.7)","J.Torborg (43-52) and D.Garcia (38-28)","Cleveland Indians"
"823",39,1978,"Cleveland Indians","AL East",159,69,90,0,0.434,0.462,"6th of 7","29.0","",639,694,"800,584",26.7,27.1,36,14,"A.Thornton (5.3)","J.Torborg (69-90)","Cleveland Indians"
"824",40,1977,"Cleveland Indians","AL East",161,71,90,0,0.441,0.459,"5th of 7","28.5","",676,739,"900,365",27.7,27.9,33,14,"D.Eckersley (5.1)","F.Robinson (26-31) and J.Torborg (45-59)","Cleveland Indians"
"825",41,1976,"Cleveland Indians","AL East",159,81,78,0,0.509,0.5,"4th of 6","16.0","",615,615,"948,776",27.4,28.4,34,13,"B.Bell (3.8)","F.Robinson (81-78)","Cleveland Indians"
"826",42,1975,"Cleveland Indians","AL East",159,79,80,0,0.497,0.49,"4th of 6","15.5","",688,703,"977,039",26.7,27.8,41,19,"D.Eckersley (5.3)","F.Robinson (79-80)","Cleveland Indians"
"827",43,1974,"Cleveland Indians","AL East",162,77,85,0,0.475,0.478,"4th of 6","14.0","",662,694,"1,114,262",25.8,31.5,45,18,"G.Perry (8.6)","K.Aspromonte (77-85)","Cleveland Indians"
"828",44,1973,"Cleveland Indians","AL East",162,71,91,0,0.438,0.412,"6th of 6","26.0","",680,826,"615,107",24.7,28.6,35,16,"G.Perry (7.9)","K.Aspromonte (71-91)","Cleveland Indians"
"829",45,1972,"Cleveland Indians","AL East",156,72,84,0,0.462,0.457,"5th of 6","14.0","",472,519,"626,354",25.4,26.6,36,16,"G.Perry (11.2)","K.Aspromonte (72-84)","Cleveland Indians"
"830",46,1971,"Cleveland Indians","AL East",162,60,102,0,0.37,0.358,"6th of 6","43.0","",543,747,"591,361",26.3,25.1,37,16,"G.Nettles (7.5)","A.Dark (42-61) and J.Lipon (18-41)","Cleveland Indians"
"831",47,1970,"Cleveland Indians","AL East",162,76,86,0,0.469,0.482,"5th of 6","32.0","",649,675,"729,752",26.2,25.9,36,16,"S.McDowell (7.9)","A.Dark (76-86)","Cleveland Indians"
"832",48,1969,"Cleveland Indians","AL East",161,62,99,0,0.385,0.399,"6th of 6","46.5","",573,717,"619,970",27.3,27.3,40,16,"S.McDowell (6.3)","A.Dark (62-99)","Cleveland Indians"
"833",49,1968,"Cleveland Indians","AL",162,86,75,1,0.534,0.511,"3rd of 10","16.5","",516,504,"857,994",27.5,27,42,17,"L.Tiant (7.8)","A.Dark (86-75)","Cleveland Indians"
"834",50,1967,"Cleveland Indians","AL",162,75,87,0,0.463,0.458,"8th of 10","17.0","",559,613,"662,980",28.6,26.9,38,16,"L.Tiant (5.3)","J.Adcock (75-87)","Cleveland Indians"
"835",51,1966,"Cleveland Indians","AL",162,81,81,0,0.5,0.491,"5th of 10","17.0","",574,586,"903,359",28.7,26.5,37,14,"S.McDowell (5.0)","B.Tebbetts (66-57) and G.Strickland (15-24)","Cleveland Indians"
"836",52,1965,"Cleveland Indians","AL",162,87,75,0,0.537,0.536,"5th of 10","15.0","",663,613,"934,786",27.8,27.1,39,16,"S.McDowell (7.9)","B.Tebbetts (87-75)","Cleveland Indians"
"837",53,1964,"Cleveland Indians","AL",164,79,83,2,0.488,0.497,"6th of 10","20.0","",689,693,"653,293",27.5,27.9,38,15,"S.McDowell (4.8)","G.Strickland (33-39) and B.Tebbetts (46-44)","Cleveland Indians"
"838",54,1963,"Cleveland Indians","AL",162,79,83,0,0.488,0.454,"5th of 10","25.5","",635,702,"562,507",27.2,28.2,41,16,"J.Kralick (4.3)","B.Tebbetts (79-83)","Cleveland Indians"
"839",55,1962,"Cleveland Indians","AL",162,80,82,0,0.494,0.46,"6th of 10","16.0","",682,745,"716,076",27.7,26.8,41,18,"J.Romano (4.5)","M.McGaha (78-82) and M.Harder (2-0)","Cleveland Indians"
"840",56,1961,"Cleveland Indians","AL",161,78,83,0,0.484,0.491,"5th of 10","30.5","",737,752,"725,547",28.8,25,36,15,"J.Piersall (4.8)","J.Dykes (77-83) and M.Harder (1-0)","Cleveland Indians"
"841",57,1960,"Cleveland Indians","AL",154,76,78,0,0.494,0.483,"4th of 8","21.0","",667,693,"950,985",28.2,25.4,44,18,"W.Held (3.8)","J.Gordon (49-46), J.White (1-0) and J.Dykes (26-32)","Cleveland Indians"
"842",58,1959,"Cleveland Indians","AL",154,89,65,0,0.578,0.565,"2nd of 8","5.0","",745,646,"1,497,976",28.6,27.1,41,16,"M.Minoso (5.5)","J.Gordon (89-65)","Cleveland Indians"
"843",59,1958,"Cleveland Indians","AL",153,77,76,0,0.503,0.541,"4th of 8","14.5","",694,635,"663,805",28.7,27.6,43,20,"R.Colavito (6.0)","B.Bragan (31-36) and J.Gordon (46-40)","Cleveland Indians"
"844",60,1957,"Cleveland Indians","AL",153,76,77,0,0.497,0.474,"6th of 8","21.5","",682,722,"722,256",28.9,30.7,38,16,"G.Woodling (4.5)","K.Farrell (76-77)","Cleveland Indians"
"845",61,1956,"Cleveland Indians","AL",155,88,66,1,0.571,0.592,"2nd of 8","9.0","",712,581,"865,467",30,30.6,35,12,"E.Wynn (8.3)","A.Lopez (88-66)","Cleveland Indians"
"846",62,1955,"Cleveland Indians","AL",154,93,61,0,0.604,0.568,"2nd of 8","3.0","",698,601,"1,221,780",30.5,29.8,43,15,"E.Wynn (6.1)","A.Lopez (93-61)","Cleveland Indians"
"847",63,1954,"Cleveland Indians","AL",156,111,43,2,0.721,0.672,"1st of 8","--","Lost WS (4-0)",746,504,"1,335,472",30.2,30.5,35,13,"B.Avila (7.0)","A.Lopez (111-43)","Cleveland Indians"
"848",64,1953,"Cleveland Indians","AL",155,92,62,1,0.597,0.593,"2nd of 8","8.5","",770,627,"1,069,176",29.5,30.6,36,14,"A.Rosen (10.1)","A.Lopez (92-62)","Cleveland Indians"
"849",65,1952,"Cleveland Indians","AL",155,93,61,1,0.604,0.604,"2nd of 8","2.0","",763,606,"1,444,607",29.8,30.6,36,13,"L.Doby (7.1)","A.Lopez (93-61)","Cleveland Indians"
"850",66,1951,"Cleveland Indians","AL",155,93,61,1,0.604,0.572,"2nd of 8","5.0","",696,594,"1,704,984",29.3,29.1,37,13,"L.Doby (6.4)","A.Lopez (93-61)","Cleveland Indians"
"851",67,1950,"Cleveland Indians","AL",155,92,62,1,0.597,0.594,"4th of 8","6.0","",806,654,"1,727,464",29.2,29.7,30,13,"L.Doby (6.7)","L.Boudreau (92-62)","Cleveland Indians"
"852",68,1949,"Cleveland Indians","AL",154,89,65,0,0.578,0.574,"3rd of 8","8.0","",675,574,"2,233,771",29.3,30.2,32,10,"B.Lemon (7.2)","L.Boudreau (89-65)","Cleveland Indians"
"853",69,1948,"Cleveland Indians","AL",156,97,58,1,0.626,0.672,"1st of 8","--","Won WS (4-2)",840,568,"2,620,627",28.6,29.2,36,17,"L.Boudreau (10.4)","L.Boudreau (97-58)","Cleveland Indians"
"854",70,1947,"Cleveland Indians","AL",157,80,74,3,0.519,0.571,"4th of 8","17.0","",687,588,"1,521,978",28.4,29.3,38,16,"L.Boudreau (7.5)","L.Boudreau (80-74)","Cleveland Indians"
"855",71,1946,"Cleveland Indians","AL",156,68,86,2,0.442,0.422,"6th of 8","36.0","",537,638,"1,057,289",27.9,28.6,48,19,"B.Feller (9.6)","L.Boudreau (68-86)","Cleveland Indians"
"856",72,1945,"Cleveland Indians","AL",147,73,72,2,0.503,0.507,"5th of 8","11.0","",557,548,"558,182",27.7,29.1,36,16,"S.Gromek (6.2)","L.Boudreau (73-72)","Cleveland Indians"
"857",73,1944,"Cleveland Indians","AL",155,72,82,1,0.468,0.476,"5th of 8","17.0","",643,677,"475,272",28.4,30.1,35,16,"L.Boudreau (7.9)","L.Boudreau (72-82)","Cleveland Indians"
"858",74,1943,"Cleveland Indians","AL",153,82,71,0,0.536,0.518,"3rd of 8","15.5","",600,577,"438,894",28.1,30.2,34,15,"L.Boudreau (7.9)","L.Boudreau (82-71)","Cleveland Indians"
"859",75,1942,"Cleveland Indians","AL",156,75,79,2,0.487,0.45,"4th of 8","28.0","",590,659,"459,447",27.3,29.3,36,17,"L.Fleming (4.6)","L.Boudreau (75-79)","Cleveland Indians"
"860",76,1941,"Cleveland Indians","AL",155,75,79,1,0.487,0.506,"4th of 8","26.0","",677,668,"745,948",27,27.5,41,15,"B.Feller (8.1)","R.Peckinpaugh (75-79)","Cleveland Indians"
"861",77,1940,"Cleveland Indians","AL",155,89,65,1,0.578,0.549,"2nd of 8","1.0","",710,637,"902,576",26.7,27,30,15,"B.Feller (9.8)","O.Vitt (89-65)","Cleveland Indians"
"862",78,1939,"Cleveland Indians","AL",154,87,67,0,0.565,0.559,"3rd of 8","20.5","",797,700,"563,926",26.8,26.5,32,14,"B.Feller (9.8)","O.Vitt (87-67)","Cleveland Indians"
"863",79,1938,"Cleveland Indians","AL",153,86,66,1,0.566,0.536,"3rd of 8","13.0","",847,782,"652,006",27.9,27.8,33,13,"B.Feller (5.2)","O.Vitt (86-66)","Cleveland Indians"
"864",80,1937,"Cleveland Indians","AL",156,83,71,2,0.539,0.528,"4th of 8","19.0","",817,768,"564,849",28.6,29.2,29,12,"J.Allen (5.5)","S.O'Neill (83-71)","Cleveland Indians"
"865",81,1936,"Cleveland Indians","AL",157,80,74,3,0.519,0.53,"5th of 8","22.5","",921,862,"500,391",26.3,28.1,30,15,"E.Averill (6.5)","S.O'Neill (80-74)","Cleveland Indians"
"866",82,1935,"Cleveland Indians","AL",156,82,71,3,0.536,0.522,"3rd of 8","12.0","",776,739,"397,615",26.4,27.9,29,11,"M.Harder (7.1)","W.Johnson (46-48) and S.O'Neill (36-23)","Cleveland Indians"
"867",83,1934,"Cleveland Indians","AL",154,85,69,0,0.552,0.53,"3rd of 8","16.0","",814,763,"391,338",27.9,26.6,33,13,"M.Harder (7.1)","W.Johnson (85-69)","Cleveland Indians"
"868",84,1933,"Cleveland Indians","AL",151,75,76,0,0.497,0.49,"4th of 8","23.5","",654,669,"387,936",27.5,26.3,27,10,"M.Harder (5.7)","R.Peckinpaugh (26-25), B.Falk (1-0) and W.Johnson (48-51)","Cleveland Indians"
"869",85,1932,"Cleveland Indians","AL",153,87,65,1,0.572,0.556,"4th of 8","19.0","",845,747,"468,953",28.2,25.6,29,11,"W.Ferrell (7.2)","R.Peckinpaugh (87-65)","Cleveland Indians"
"870",86,1931,"Cleveland Indians","AL",155,78,76,1,0.506,0.528,"4th of 8","30.0","",885,833,"483,027",27.2,25.2,35,14,"W.Ferrell (8.0)","R.Peckinpaugh (78-76)","Cleveland Indians"
"871",87,1930,"Cleveland Indians","AL",154,81,73,0,0.526,0.487,"4th of 8","21.0","",890,915,"528,657",27.3,24.5,34,13,"W.Ferrell (9.1)","R.Peckinpaugh (81-73)","Cleveland Indians"
"872",88,1929,"Cleveland Indians","AL",152,81,71,0,0.533,0.488,"3rd of 8","24.0","",717,736,"536,210",28.6,27.5,29,12,"W.Hudlin (7.3)","R.Peckinpaugh (81-71)","Cleveland Indians"
"873",89,1928,"Cleveland Indians","AL",155,62,92,1,0.403,0.406,"7th of 8","39.0","",674,830,"375,907",27.4,26.7,43,17,"J.Sewell (5.4)","R.Peckinpaugh (62-92)","Cleveland Indians"
"874",90,1927,"Cleveland Indians","AL",153,66,87,0,0.431,0.438,"6th of 8","43.5","",668,766,"373,138",28.3,27,37,15,"W.Hudlin (5.3)","J.McCallister (66-87)","Cleveland Indians"
"875",91,1926,"Cleveland Indians","AL",154,88,66,0,0.571,0.585,"2nd of 8","3.0","",738,612,"627,426",29.1,28.5,28,11,"G.Uhle (8.7)","T.Speaker (88-66)","Cleveland Indians"
"876",92,1925,"Cleveland Indians","AL",155,70,84,1,0.455,0.48,"6th of 8","27.5","",782,817,"419,005",28.2,28.3,36,13,"T.Speaker (6.5)","T.Speaker (70-84)","Cleveland Indians"
"877",93,1924,"Cleveland Indians","AL",153,67,86,0,0.438,0.466,"6th of 8","24.5","",755,814,"481,905",28.1,27.9,43,22,"J.Shaute (6.5)","T.Speaker (67-86)","Cleveland Indians"
"878",94,1923,"Cleveland Indians","AL",153,82,71,0,0.536,0.579,"3rd of 8","16.5","",888,746,"558,856",28.1,27.6,35,15,"T.Speaker (9.0)","T.Speaker (82-71)","Cleveland Indians"
"879",95,1922,"Cleveland Indians","AL",155,78,76,1,0.506,0.472,"4th of 8","16.0","",768,817,"528,145",29.2,27.2,46,23,"T.Speaker (6.9)","T.Speaker (78-76)","Cleveland Indians"
"880",96,1921,"Cleveland Indians","AL",154,94,60,0,0.61,0.617,"2nd of 8","4.5","",925,712,"748,705",29.1,28.2,31,11,"T.Speaker (6.4)","T.Speaker (94-60)","Cleveland Indians"
"881",97,1920,"Cleveland Indians","AL",154,98,56,0,0.636,0.629,"1st of 8","--","Won WS (5-2)",857,642,"912,832",29.3,28.6,29,14,"J.Bagby (8.9)","T.Speaker (98-56)","Cleveland Indians"
"882",98,1919,"Cleveland Indians","AL",139,84,55,0,0.604,0.577,"2nd of 8","3.5","",636,537,"538,135",29,27.7,28,15,"S.Coveleski (6.9)","L.Fohl (44-34) and T.Speaker (40-21)","Cleveland Indians"
"883",99,1918,"Cleveland Indians","AL",129,73,54,2,0.575,0.555,"2nd of 8","2.5","",504,447,"295,515",28.1,27.7,32,10,"S.Coveleski (9.4)","L.Fohl (73-54)","Cleveland Indians"
"884",100,1917,"Cleveland Indians","AL",156,88,66,2,0.571,0.533,"3rd of 8","12.0","",584,543,"477,298",26.2,26.7,30,12,"J.Bagby (8.6)","L.Fohl (88-66)","Cleveland Indians"
"885",101,1916,"Cleveland Indians","AL",157,77,77,3,0.5,0.521,"6th of 8","14.0","",630,602,"492,106",26.9,26.5,44,17,"T.Speaker (8.6)","L.Fohl (77-77)","Cleveland Indians"
"886",102,1915,"Cleveland Indians","AL",154,57,95,2,0.375,0.402,"7th of 8","44.5","",539,670,"159,285",24.6,24.5,40,15,"G.Morton (6.7)","J.Birmingham (12-16) and L.Fohl (45-79)","Cleveland Indians"
"887",103,1914,"Cleveland Naps","AL",157,51,102,4,0.333,0.376,"8th of 8","48.5","",538,709,"185,997",26.6,24.9,47,19,"S.Jackson (4.6)","J.Birmingham (51-102)","Cleveland Indians"
"888",104,1913,"Cleveland Naps","AL",155,86,66,3,0.566,0.576,"3rd of 8","9.5","",633,536,"541,000",27,26.7,39,13,"S.Jackson (7.6)","J.Birmingham (86-66)","Cleveland Indians"
"889",105,1912,"Cleveland Naps","AL",155,75,78,2,0.49,0.497,"5th of 8","30.5","",677,681,"336,844",26.4,24,47,16,"S.Jackson (9.6)","H.Davis (54-71) and J.Birmingham (21-7)","Cleveland Indians"
"890",106,1911,"Cleveland Naps","AL",156,80,73,3,0.523,0.488,"3rd of 8","22.0","",693,712,"406,296",27,24.8,38,16,"S.Jackson (9.2)","D.McGuire (6-11) and G.Stovall (74-62)","Cleveland Indians"
"891",107,1910,"Cleveland Naps","AL",161,71,81,9,0.467,0.418,"5th of 8","32.0","",548,657,"293,456",28.2,26.6,44,14,"N.Lajoie (9.8)","D.McGuire (71-81)","Cleveland Indians"
"892",108,1909,"Cleveland Naps","AL",155,71,82,2,0.464,0.465,"6th of 8","27.5","",493,532,"354,627",28.1,30.5,37,15,"N.Lajoie (6.4)","N.Lajoie (57-57) and D.McGuire (14-25)","Cleveland Indians"
"893",109,1908,"Cleveland Naps","AL",157,90,64,3,0.584,0.597,"2nd of 8","0.5","",569,459,"422,262",28.2,27.2,33,13,"A.Joss (8.4)","N.Lajoie (90-64)","Cleveland Indians"
"894",110,1907,"Cleveland Naps","AL",158,85,67,6,0.559,0.505,"4th of 8","8.0","",531,525,"382,046",27.5,26.8,26,9,"N.Lajoie (7.6)","N.Lajoie (85-67)","Cleveland Indians"
"895",111,1906,"Cleveland Naps","AL",157,89,64,4,0.582,0.643,"3rd of 8","5.0","",663,481,"325,733",28.2,28,25,8,"N.Lajoie (10.0)","N.Lajoie (89-64)","Cleveland Indians"
"896",112,1905,"Cleveland Naps","AL",155,76,78,1,0.494,0.482,"5th of 8","19.0","",564,587,"316,306",27.1,27.3,27,9,"A.Joss (5.9)","N.Lajoie (56-57) and B.Bradley (20-21)","Cleveland Indians"
"897",113,1904,"Cleveland Naps","AL",154,86,65,3,0.57,0.632,"4th of 8","7.5","",647,482,"264,749",27.3,28,24,7,"N.Lajoie (8.6)","B.Armour (86-65)","Cleveland Indians"
"898",114,1903,"Cleveland Naps","AL",140,77,63,0,0.55,0.545,"3rd of 8","15.0","",639,579,"311,280",27.3,26.1,28,13,"N.Lajoie (8.0)","B.Armour (77-63)","Cleveland Indians"
"899",115,1902,"Cleveland Bronchos","AL",137,69,67,1,0.507,0.513,"5th of 8","14.0","",686,667,"275,395",27.2,24.9,34,17,"B.Bradley (6.7)","B.Armour (69-67)","Cleveland Indians"
"900",116,1901,"Cleveland Blues","AL",138,54,82,2,0.397,0.4,"7th of 8","29.0","",666,831,"131,380",28.4,26.1,35,14,"E.Moore (4.4)","J.McAleer (54-82)","Cleveland Indians"
"901",1,2016,"Colorado Rockies","NL West",162,75,87,0,0.463,0.492,"3rd of 5","16","",845,860,"2,602,524",27.8,27.7,47,25,"N.Arenado (6.5)","W.Weiss (75-87)","Colorado Rockies"
