feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,target
0.018,53.521,-100.000,-0.010,-0.004,65145.40000000001,0.262
0.016,53.521,-100.000,-0.007,-0.002,93537.96999999999,0.275
0.014,57.822,-75.065,0.002,0.005,9585.449999999999,0.287
0.013,52.582,-100.000,-0.005,0.003,14025.09,0.300
0.012,56.798,-75.065,0.003,0.009,75272.4,0.312
0.010,51.835,-100.000,-0.004,0.006,9792.79,0.325
0.009,51.835,-100.000,-0.003,0.004,68962.09,0.337
0.008,56.267,-50.259,0.004,0.003,73530.88,0.350
0.007,51.194,-100.000,-0.003,0.002,10524.52,0.362
0.009,64.873,-19.958,0.023,0.020,183469.54,0.375
0.013,71.361,-0.000,0.035,0.039,457709.39,0.387
0.012,53.611,-71.365,-0.009,-0.006,239513.12999999998,0.400
0.013,58.092,-42.878,0.007,0.002,109720.54999999999,0.412
0.013,58.092,-42.878,0.005,0.008,147285.43999999997,0.425
0.016,64.139,-0.000,0.022,-0.001,413130.39,0.437
0.017,64.139,-0.000,0.015,-0.020,103789.91999999998,0.450
0.018,64.139,-0.000,0.010,0.019,15150.720000000001,0.462
0.018,60.481,-14.392,0.000,-0.007,16054.22,0.475
0.017,57.015,-28.635,-0.006,-0.011,61857.84,0.487
0.021,68.646,-8.398,0.034,0.012,542344.62,0.500
0.023,68.646,-9.160,0.023,0.008,161454.05000000002,0.512
0.034,80.111,-4.750,0.086,0.076,1064104.5799999998,0.500
0.041,80.111,-4.750,0.057,0.057,315331.04000000004,0.510
0.044,71.808,-19.050,0.019,0.025,85184.35,0.520
0.046,69.241,-24.987,0.006,-0.028,35722.97,0.531
0.045,64.291,-34.961,-0.009,-0.032,107018.43,0.541
0.042,61.883,-40.000,-0.012,-0.098,121070.28,0.551
0.041,63.361,-34.961,-0.002,-0.059,102044.82,0.561
0.040,63.361,-34.961,-0.001,-0.020,74484.18,0.571
0.038,63.361,-34.961,-0.001,-0.007,63790.74,0.582
0.035,57.768,-52.963,-0.013,-0.005,93078.56,0.592
0.032,57.768,-69.249,-0.009,0.003,25315.81,0.602
0.031,63.373,-49.913,0.013,0.015,107268.73999999999,0.612
0.029,57.868,-72.710,-0.004,-0.003,25792.71,0.622
0.027,57.868,-69.990,-0.003,-0.002,17223.5,0.633
0.025,57.868,-57.122,-0.002,0.012,18953.300000000003,0.643
0.023,54.876,-66.782,-0.008,0.001,18720.85,0.653
0.019,49.428,-100.000,-0.018,-0.031,190592.06,0.663
0.019,60.129,-0.000,0.020,0.024,192696.90000000002,0.673
0.019,57.519,-19.917,0.007,0.010,48688.7,0.684
0.018,54.924,-40.041,-0.002,0.000,27479.38,0.694
0.016,52.379,-60.166,-0.008,0.000,36898.62000000001,0.704
0.013,49.914,-80.083,-0.011,0.006,28558.82,0.714
0.011,49.914,-80.083,-0.008,-0.028,38134.369999999995,0.724
0.008,47.331,-83.247,-0.012,-0.019,66169.73,0.735
0.006,47.331,-83.247,-0.008,-0.006,24158.190000000002,0.745
0.003,42.235,-100.000,-0.018,-0.010,178738.87,0.755
0.000,42.235,-100.000,-0.012,-0.000,70041.94,0.765
-0.001,45.613,-85.778,-0.002,0.006,69594.48999999999,0.776
-0.003,42.911,-100.000,-0.007,0.004,33573.58,0.786
-0.005,40.337,-88.927,-0.011,-0.004,39063.130000000005,0.796
-0.007,37.890,-72.736,-0.014,0.004,102049.18000000001,0.806
-0.009,37.890,-69.990,-0.009,0.003,17875.0,0.816
-0.009,41.973,-60.021,0.000,0.002,29619.35,0.827
-0.007,54.805,-11.085,0.026,0.033,377304.89,0.837
-0.006,48.960,-33.372,0.004,0.016,259777.11999999994,0.847
-0.005,51.745,-22.171,0.009,0.023,210946.47000000003,0.857
-0.005,46.328,-44.457,-0.007,0.003,52251.94,0.867
-0.006,43.868,-55.543,-0.011,-0.011,63342.829999999994,0.878
-0.007,41.494,-66.628,-0.014,-0.039,31965.97,0.888
-0.008,44.715,-55.543,-0.003,-0.007,12419.84,0.898
-0.007,47.809,-44.457,0.005,-0.005,23493.79,0.908
-0.008,42.666,-66.628,-0.010,-0.003,40518.380000000005,0.918
-0.010,38.216,-100.000,-0.019,-0.009,68036.76000000001,0.929
-0.013,36.193,-81.853,-0.019,-0.006,112822.78,0.939
-0.015,34.242,-90.926,-0.019,-0.017,25958.550000000003,0.949
-0.015,44.026,-55.543,0.006,0.002,132388.0,0.959
-0.015,41.779,-66.744,-0.002,0.008,13126.61,0.969
-0.013,47.518,-44.457,0.011,0.031,22601.28,0.980
-0.013,42.958,-62.549,-0.005,0.014,70403.16,0.990
-0.011,50.603,-14.264,0.016,0.035,16652.56,0.980
-0.008,52.863,-22.286,0.017,0.010,336338.81,0.969
-0.006,52.863,-22.286,0.011,0.013,83926.4,0.959
-0.007,45.604,-55.543,-0.012,-0.023,199149.68,0.949
-0.006,48.159,-44.457,-0.001,0.004,69668.75,0.939
-0.007,45.840,-55.543,-0.007,-0.023,129745.22,0.929
-0.008,41.512,-87.532,-0.018,-0.035,33540.64,0.918
-0.010,39.513,-100.000,-0.018,-0.030,28225.680000000004,0.908
-0.010,45.196,-75.065,0.001,0.012,134585.62,0.898
-0.009,47.861,-62.468,0.007,0.008,110554.21,0.888
-0.009,45.479,-75.065,-0.002,0.005,6358.37,0.878
-0.009,45.479,-75.065,-0.001,0.017,49855.3,0.867
-0.010,43.022,-87.532,-0.007,0.011,85580.68,0.857
-0.011,40.656,-87.516,-0.011,-0.012,98900.52000000002,0.847
-0.011,43.974,-75.033,-0.001,-0.008,27314.63,0.837
-0.009,50.023,-19.958,0.012,0.014,152827.54,0.827
-0.008,47.261,-40.125,0.002,0.003,111516.67,0.816
-0.009,42.285,-80.042,-0.012,-0.004,20843.98,0.806
-0.009,45.382,-60.083,-0.001,0.010,50496.88,0.796
-0.009,45.382,-60.083,-0.001,0.000,216407.38,0.786
-0.009,45.382,-60.083,-0.001,-0.013,84669.4,0.776
-0.007,51.867,-19.958,0.012,0.011,182947.84000000003,0.765
-0.005,51.867,-19.958,0.008,0.020,256825.92,0.755
-0.011,32.058,-100.000,-0.052,-0.051,13044.149999999998,0.745
-0.011,44.693,-50.000,-0.003,-0.002,94829.35,0.735
-0.012,44.693,-50.000,-0.002,-0.001,43319.05,0.724
-0.009,52.835,-18.147,0.024,0.012,236411.28,0.714
-0.007,50.805,-27.316,0.010,0.002,75475.72,0.704
-0.006,48.807,-36.389,0.000,0.052,103364.26,0.694
-0.008,43.305,-63.611,-0.019,-0.016,23977.510000000002,0.684
-0.008,47.550,-45.463,0.000,0.002,76488.59999999999,0.673
-0.007,49.583,-36.389,0.006,-0.018,22672.72,0.663
-0.004,53.486,-18.147,0.017,0.007,181546.31,0.653
-0.003,51.335,-27.316,0.005,0.005,38071.14,0.643
-0.003,49.225,-36.389,-0.003,0.016,14433.19,0.633
-0.002,51.377,-27.316,0.004,0.004,15257.71,0.622
-0.004,43.445,-87.403,-0.023,-0.029,104147.86,0.612
-0.005,45.702,-74.935,-0.009,-0.026,91490.1,0.602
-0.007,42.067,-100.000,-0.019,-0.024,34953.41,0.592
-0.010,40.348,-100.000,-0.019,-0.016,55016.79,0.582
-0.010,45.197,-74.935,0.000,-0.004,18542.36,0.571
-0.010,45.197,-74.935,0.000,0.023,7130.88,0.561
-0.011,43.152,-87.532,-0.006,0.002,12.36,0.551
-0.012,41.167,-100.000,-0.011,0.008,24103.65,0.541
-0.014,39.225,-87.516,-0.013,0.005,42830.42,0.531
-0.017,34.004,-100.000,-0.028,-0.029,43196.1,0.520
-0.020,34.004,-100.000,-0.019,-0.019,981.0999999999999,0.510
-0.022,32.351,-90.935,-0.019,-0.013,42166.899999999994,0.500
-0.022,38.763,-70.093,0.000,0.011,19093.2,0.490
-0.025,32.191,-89.938,-0.026,-0.012,116127.4,0.500
-0.026,37.864,-70.021,-0.004,0.024,39096.0,0.491
-0.026,37.864,-70.021,-0.003,0.016,112332.33,0.482
-0.025,40.738,-60.062,0.005,0.024,40791.41,0.473
-0.023,43.551,-50.104,0.009,0.009,135192.63999999998,0.464
-0.021,43.551,-50.104,0.006,0.032,148507.45,0.455
-0.020,41.279,-50.065,-0.002,0.002,26344.55,0.446
-0.020,39.083,-57.185,-0.008,-0.005,4741.47,0.437
-0.020,39.083,-39.917,-0.005,-0.010,3916.8,0.429
-0.017,48.652,-0.000,0.016,0.006,24528.14,0.420
-0.015,48.652,-0.000,0.011,0.004,6150.0,0.411
-0.014,43.367,-33.506,-0.006,-0.004,35756.14,0.402
-0.012,49.299,-28.487,0.009,0.017,403744.07000000007,0.393
-0.008,56.571,-0.000,0.025,0.030,228137.50999999998,0.384
-0.005,56.571,-0.000,0.017,0.001,172321.12,0.375
-0.002,56.571,-0.000,0.011,0.001,76299.64,0.366
-0.002,50.535,-28.487,-0.005,0.001,89065.21,0.357
0.001,57.828,-0.000,0.016,0.007,93907.05,0.348
0.003,57.828,-0.000,0.010,-0.015,30047.799999999996,0.339
0.004,54.690,-14.370,0.001,-0.016,20917.760000000002,0.330
0.004,51.699,-28.593,-0.006,-0.017,27697.010000000002,0.321
0.003,48.823,-42.815,-0.010,-0.005,46004.86,0.312
0.002,46.064,-57.037,-0.013,-0.029,73276.65,0.304
0.000,46.064,-57.037,-0.009,-0.019,16060.099999999999,0.295
-0.001,43.176,-71.556,-0.012,-0.013,15769.469999999998,0.286
-0.002,46.770,-57.037,-0.002,0.004,34508.18,0.277
-0.002,46.770,-57.037,-0.001,0.009,16958.08,0.268
-0.003,46.770,-57.037,-0.001,0.013,54377.91,0.259
-0.004,40.445,-66.782,-0.013,-0.005,322163.42000000004,0.250
-0.006,40.445,-66.782,-0.009,0.003,102015.57999999999,0.241
-0.004,51.757,-33.333,0.013,0.015,48265.06999999999,0.232
-0.005,45.527,-55.709,-0.004,-0.003,16508.5,0.223
-0.004,51.778,-24.935,0.010,0.011,9270.8,0.214
-0.003,51.778,-14.243,0.007,0.020,34613.04,0.205
0.001,59.757,-0.000,0.024,0.033,251603.28,0.196
0.003,59.757,-0.000,0.016,0.003,2426.48,0.187
0.005,59.757,-9.969,0.011,0.015,79702.41,0.179
0.006,55.881,-20.042,0.001,-0.010,17401.170000000002,0.170
0.008,61.264,-0.000,0.013,0.006,386282.98,0.161
0.008,57.505,-9.969,0.002,-0.021,53322.97000000001,0.152
0.009,60.139,-11.073,0.008,-0.008,56428.78999999999,0.143
0.010,56.376,-22.145,-0.001,-0.012,1803.2,0.134
0.010,56.376,-28.444,-0.001,-0.001,65758.73999999999,0.125
0.009,56.376,-42.793,-0.000,-0.014,114809.59000000001,0.116
0.011,62.273,-14.264,0.012,0.010,31207.13,0.107
0.011,58.048,-28.529,0.002,-0.006,31006.2,0.098
0.010,54.096,-49.913,-0.005,-0.004,21388.47,0.089
0.011,59.967,-16.638,0.009,0.010,19083.8,0.080
0.011,56.103,-33.276,-0.000,0.000,30060.210000000003,0.071
0.011,58.951,-16.638,0.006,-0.006,55588.28,0.062
0.012,61.632,-0.000,0.011,0.009,273841.72000000003,0.054
0.013,61.632,-0.000,0.007,0.012,3421.0,0.045
0.014,64.334,-0.000,0.011,0.002,34750.28,0.036
0.015,64.334,-16.782,0.007,0.008,31960.17,0.027
0.013,55.302,-60.083,-0.008,-0.014,51091.21,0.018
0.012,51.415,-80.042,-0.012,-0.022,3179.4099999999994,0.009
0.010,51.415,-80.042,-0.008,-0.015,620.0,0.018
0.010,58.225,-40.125,0.008,-0.003,52682.81,0.027
0.012,63.729,-0.000,0.018,0.011,25053.44,0.036
0.013,63.729,-0.000,0.012,0.020,29955.739999999998,0.045
0.013,59.184,-20.166,0.002,0.013,49250.8,0.054
0.014,64.595,-0.000,0.014,0.022,55302.27,0.062
0.014,60.312,-16.638,0.003,-0.005,31776.360000000004,0.071
0.014,60.312,-16.638,0.002,-0.016,1017.36,0.080
0.012,48.975,-80.042,-0.018,-0.030,103630.27000000002,0.089
0.010,48.975,-80.042,-0.012,-0.014,4582.9800000000005,0.098
0.009,55.430,-40.125,0.005,-0.009,24018.27,0.107
0.008,51.895,-60.083,-0.003,-0.006,22761.170000000002,0.116
0.007,51.895,-75.065,-0.002,-0.004,7600.84,0.125
0.006,48.321,-100.000,-0.008,0.010,9715.25,0.134
0.006,54.997,-50.130,0.008,0.020,64104.119999999995,0.143
0.005,51.420,-75.065,-0.001,-0.006,7104.639999999999,0.152
0.006,57.416,-24.935,0.012,0.015,312.0,0.161
0.006,50.680,-75.065,-0.005,-0.003,10611.320000000002,0.170
0.006,56.212,-24.935,0.010,0.017,61631.2,0.179
0.008,58.694,-50.000,0.013,0.005,627401.2700000001,0.187
0.007,52.279,-75.065,-0.004,-0.003,88168.28,0.196
0.006,49.387,-87.532,-0.009,-0.021,43151.23,0.205
0.005,52.232,-75.065,0.000,0.005,54715.579999999994,0.214
0.006,54.986,-62.468,0.007,-0.003,29235.4,0.223
0.005,51.772,-75.065,-0.002,-0.015,20689.91,0.232
0.005,51.772,-75.065,-0.001,0.003,9398.800000000001,0.241
0.005,51.772,-75.065,-0.001,0.008,5437.280000000001,0.250
0.003,48.283,-87.532,-0.007,-0.007,15005.919999999998,0.259
0.005,57.556,-50.000,0.015,0.008,104539.43,0.268
0.005,54.087,-62.468,0.003,0.005,9297.6,0.277
0.004,47.843,-87.532,-0.011,-0.009,14015.67,0.286
0.006,58.207,-0.000,0.019,0.019,12.52,0.295
0.010,65.574,-0.000,0.038,0.045,431575.74,0.304
0.014,67.130,-30.831,0.032,0.017,1031418.5,0.312
0.018,68.671,-23.083,0.028,0.024,374804.6,0.321
0.020,65.371,-30.831,0.012,0.023,152763.82,0.330
0.023,68.619,-15.335,0.021,0.002,272542.22000000003,0.339
0.025,68.619,-15.335,0.014,-0.024,45834.909999999996,0.348
0.027,68.619,-15.335,0.009,-0.022,105302.94000000002,0.357
0.029,71.879,-7.122,0.019,-0.009,127692.42000000001,0.366
0.030,68.071,-14.243,0.006,-0.006,17778.36,0.375
0.030,68.071,-14.243,0.004,-0.017,44127.35,0.384
0.030,69.919,-9.969,0.009,-0.005,141635.33999999997,0.393
0.030,65.816,-19.938,-0.000,-0.010,71760.68000000001,0.402
0.029,65.816,-24.903,-0.000,-0.019,39664.61,0.411
0.027,61.623,-49.827,-0.007,-0.013,113829.39000000001,0.420
0.025,61.623,-49.827,-0.004,-0.009,25066.8,0.429
0.023,57.341,-66.609,-0.009,-0.019,414804.68000000005,0.437
0.018,44.185,-80.062,-0.032,-0.032,218029.49,0.446
0.013,41.627,-90.031,-0.028,-0.028,79819.03,0.455
0.007,37.012,-100.000,-0.031,-0.025,72158.69,0.464
0.011,62.022,-8.312,0.050,0.054,771613.0800000001,0.473
0.015,63.439,-14.318,0.040,0.049,600473.25,0.482
0.016,58.720,-28.561,0.014,0.046,201012.61,0.491
0.018,60.310,-21.439,0.015,0.043,162487.14999999997,0.500
0.024,69.261,-0.000,0.055,0.087,820810.61,0.509
0.030,71.251,-16.703,0.050,-0.000,1786930.1000000003,0.500
0.033,66.609,-25.011,0.020,-0.019,848504.8999999997,0.508
0.034,62.220,-33.362,0.001,-0.013,962825.06,0.516
0.034,62.220,-33.362,0.000,-0.015,418147.97000000003,0.523
0.029,52.267,-54.176,-0.032,-0.087,228490.78999999998,0.531
0.023,47.380,-66.638,-0.040,-0.090,345745.6099999999,0.539
0.021,52.194,-59.084,-0.008,-0.028,203006.27,0.547
0.017,48.977,-83.276,-0.018,-0.019,56918.73,0.554
0.015,50.616,-77.739,-0.006,-0.006,55388.28,0.562
0.011,47.341,-88.812,-0.017,0.015,86682.17,0.570
0.009,49.114,-83.276,-0.005,0.036,41447.55,0.578
0.008,50.894,-77.739,0.003,0.011,78556.45999999999,0.585
0.006,49.046,-83.276,-0.004,0.014,163114.27999999997,0.593
0.003,45.471,-86.634,-0.016,-0.010,226445.46,0.601
0.006,57.203,-24.935,0.034,0.051,440639.62,0.609
0.009,57.203,-18.130,0.023,0.028,193994.01,0.616
0.012,60.043,-0.000,0.028,0.025,42620.090000000004,0.624
0.014,60.043,-31.234,0.019,0.023,556963.5800000001,0.632
0.016,60.043,-31.234,0.013,0.028,163637.02,0.640
0.019,64.475,-12.468,0.028,-0.007,107271.72,0.647
0.020,59.712,-25.000,0.006,-0.017,51929.06999999999,0.655
0.020,57.439,-31.234,-0.003,-0.031,46393.44,0.663
0.017,51.148,-49.935,-0.021,-0.040,76071.34,0.671
0.015,51.148,-49.935,-0.014,-0.027,84437.32999999999,0.678
0.013,51.148,-49.935,-0.009,-0.037,36993.36,0.686
0.012,53.278,-49.963,0.000,-0.005,48805.32,0.694
0.010,48.682,-90.021,-0.013,-0.010,142703.45,0.702
0.009,53.044,-69.958,0.004,0.025,39714.94,0.709
0.010,55.089,-59.979,0.009,0.023,54023.0,0.717
0.008,50.365,-77.714,-0.007,0.003,36386.65,0.725
0.007,50.365,-77.714,-0.004,-0.005,64847.7,0.733
0.005,47.955,-87.532,-0.009,0.003,29877.11,0.740
0.005,52.795,-49.913,0.007,0.002,30862.870000000003,0.748
0.005,52.795,-49.913,0.004,-0.005,4357.98,0.756
0.005,52.795,-24.935,0.003,0.010,17694.26,0.764
0.005,52.795,-24.935,0.002,0.006,102.08999999999999,0.771
0.005,52.795,-24.935,0.001,0.011,35055.49,0.779
0.005,52.795,-24.935,0.001,-0.006,20000.14,0.787
0.005,55.971,-0.000,0.007,0.003,13567.8,0.795
0.006,55.971,-0.000,0.005,0.002,8441.6,0.802
0.005,51.919,-33.218,-0.003,-0.005,10613.79,0.810
0.006,55.397,-0.000,0.004,0.003,183107.83000000002,0.818
0.005,51.394,-49.870,-0.004,-0.004,100617.07999999999,0.826
0.004,51.394,-66.667,-0.002,-0.009,8805.48,0.833
0.004,51.394,-66.667,-0.002,-0.006,1597.5,0.841
0.004,55.417,-33.333,0.005,0.009,29510.41,0.849
0.005,55.417,-33.333,0.004,-0.001,31328.0,0.857
0.005,55.417,-33.333,0.002,0.006,14086.4,0.864
0.005,55.417,-33.333,0.002,0.004,17722.0,0.872
0.004,49.865,-66.667,-0.005,-0.004,40078.610000000015,0.880
0.003,49.865,-66.667,-0.004,-0.009,204.19,0.888
0.002,44.674,-100.000,-0.009,-0.012,9252.5,0.895
0.000,40.129,-100.000,-0.012,-0.015,7363.719999999999,0.903
0.000,50.845,-39.917,0.005,0.003,83174.69,0.911
-0.000,46.397,-59.875,-0.003,0.002,141630.84,0.919
-0.002,42.363,-80.042,-0.009,-0.005,55361.229999999996,0.926
-0.006,30.908,-100.000,-0.031,-0.023,104914.45000000001,0.934
-0.007,39.690,-75.033,-0.008,0.004,78358.97000000002,0.942
-0.009,39.690,-75.033,-0.005,-0.010,15049.49,0.950
-0.010,36.965,-87.516,-0.010,-0.007,34098.49,0.957
-0.010,41.304,-71.471,-0.000,0.008,29623.5,0.965
-0.010,45.355,-57.207,0.006,0.038,8914.07,0.973
-0.011,39.486,-85.736,-0.009,-0.001,17295.52,0.981
-0.011,39.486,-85.736,-0.006,-0.000,30653.9,0.988
-0.011,43.710,-71.471,0.003,0.013,8362.949999999999,0.996
-0.011,40.654,-85.736,-0.005,-0.004,7652.38,0.988
-0.011,40.654,-83.362,-0.003,-0.009,665.78,0.981
-0.011,45.105,-50.000,0.004,0.013,19316.699999999997,0.973
-0.011,41.734,-100.000,-0.004,0.002,36068.26,0.965
-0.011,38.625,-100.000,-0.009,-0.011,4747.5,0.957
-0.013,33.237,-100.000,-0.019,-0.014,100195.88999999998,0.950
-0.013,41.957,-59.751,0.000,0.004,146479.93,0.942
-0.011,49.049,-19.917,0.013,0.009,73133.90000000001,0.934
-0.010,46.021,-24.870,0.002,0.006,49198.4,0.926
-0.010,46.021,-24.870,0.002,0.010,13234.71,0.919
-0.009,46.021,-24.870,0.001,0.020,11796.14,0.911
-0.008,46.021,-24.870,0.001,0.000,11153.470000000001,0.903
-0.009,42.493,-49.741,-0.006,-0.019,16920.4,0.895
-0.008,46.879,-24.870,0.002,0.000,65060.45999999999,0.888
-0.007,46.879,-24.870,0.002,0.000,75529.53,0.880
-0.007,46.879,-24.870,0.001,0.000,63039.25,0.872
-0.006,46.879,-24.870,0.001,0.000,89692.52,0.864
-0.006,46.879,-33.218,0.000,0.006,31674.64,0.857
-0.005,46.879,-33.218,0.000,-0.002,37241.1,0.849
-0.004,52.527,-0.000,0.007,0.005,190898.07,0.841
-0.003,52.527,-0.000,0.004,0.003,65855.83,0.833
-0.003,46.761,-33.218,-0.003,-0.004,66554.45000000001,0.826
-0.003,46.761,-33.218,-0.002,-0.003,105191.97999999998,0.818
-0.004,41.480,-66.436,-0.008,-0.008,174002.44999999998,0.810
-0.006,33.296,-100.000,-0.018,-0.025,251863.65,0.802
-0.006,39.702,-74.870,-0.006,-0.010,5643.76,0.795
-0.005,49.992,-24.870,0.009,0.013,89447.45999999999,0.787
-0.004,54.181,-0.000,0.012,0.015,129303.59,0.779
-0.005,42.610,-74.870,-0.011,-0.003,110250.64,0.771
-0.005,42.610,-74.870,-0.007,0.011,66246.25,0.764
-0.006,42.610,-74.870,-0.005,0.001,41148.51,0.756
-0.006,47.326,-49.741,0.003,-0.006,3804.66,0.748
-0.004,51.567,-24.870,0.009,-0.004,72912.61,0.740
-0.004,47.452,-49.741,-0.001,0.010,51285.66,0.733
-0.004,47.452,-49.741,-0.000,0.007,17763.64,0.725
-0.004,43.394,-74.870,-0.007,-0.002,88677.43,0.717
-0.006,39.735,-100.000,-0.011,-0.014,41047.850000000006,0.709
-0.006,39.735,-80.083,-0.007,-0.016,43259.52,0.702
-0.008,36.229,-100.000,-0.011,-0.011,10861.03,0.694
-0.008,41.763,-80.083,-0.001,-0.001,10367.33,0.686
-0.011,30.377,-100.000,-0.026,-0.020,212770.65,0.678
-0.014,30.377,-87.549,-0.018,-0.007,23934.36,0.671
-0.016,28.157,-88.927,-0.018,-0.011,56929.979999999996,0.663
-0.018,26.103,-100.000,-0.018,-0.007,84551.73000000001,0.655
-0.019,31.486,-87.549,-0.006,-0.005,688.6,0.647
-0.019,36.470,-75.097,0.002,0.029,5694.86,0.640
-0.019,36.470,-75.097,0.002,0.019,87911.22,0.632
-0.018,36.470,-71.513,0.001,0.019,93745.54,0.624
-0.018,36.470,-66.724,0.001,0.019,76325.39,0.616
-0.016,42.132,-50.087,0.007,0.013,21129.929999999997,0.609
-0.016,35.347,-83.362,-0.008,-0.011,17843.28,0.601
-0.016,35.347,-83.362,-0.005,-0.007,44978.56999999999,0.593
-0.018,29.784,-71.365,-0.016,-0.018,85443.79,0.585
-0.018,35.269,-57.122,-0.005,-0.005,18121.91,0.578
-0.018,32.532,-71.365,-0.009,-0.016,2081.1,0.570
-0.021,25.993,-100.000,-0.026,-0.017,26850.57,0.562
-0.021,39.163,-62.468,0.002,0.008,38728.32,0.554
-0.019,42.804,-50.000,0.008,0.024,91381.83,0.547
-0.017,46.267,-37.532,0.012,0.016,28514.300000000003,0.539
-0.015,46.267,-37.532,0.008,0.017,56.33,0.531
-0.014,43.231,-42.793,-0.001,0.024,15618.75,0.523
-0.015,37.854,-66.724,-0.014,-0.016,175432.94999999998,0.516
-0.019,29.888,-100.000,-0.035,-0.043,78328.80999999998,0.508
-0.021,29.888,-46.607,-0.023,-0.035,393157.19000000006,0.500
-0.023,28.152,-53.324,-0.022,-0.030,22689.33,0.500
-0.023,39.437,-33.310,0.005,0.006,72259.25,0.468
-0.019,50.574,-12.468,0.029,0.042,551220.19,0.435
-0.014,55.017,-0.000,0.032,0.067,69074.48999999999,0.403
-0.013,48.041,-18.701,0.002,0.025,86538.73,0.371
-0.011,48.041,-18.701,0.001,0.023,241121.36000000002,0.339
-0.010,48.041,-18.701,0.001,-0.004,137714.24,0.306
-0.010,45.608,-25.000,-0.006,-0.035,52193.6,0.274
-0.010,43.273,-31.234,-0.010,-0.042,47563.369999999995,0.242
-0.008,51.349,-12.468,0.012,0.010,48736.770000000004,0.210
-0.007,48.861,-18.701,0.002,0.000,74830.75,0.177
-0.006,51.397,-22.171,0.008,0.007,38306.25,0.145
-0.004,53.862,-12.484,0.011,0.017,23669.739999999998,0.113
-0.001,56.251,-0.000,0.014,0.024,39414.520000000004,0.081
0.000,53.280,-28.529,0.003,-0.009,15044.3,0.048
0.001,53.280,-28.529,0.002,0.000,17212.5,0.016
0.003,58.379,-0.000,0.014,0.006,32202.74,0.048
0.004,55.139,-14.264,0.003,-0.008,10276.53,0.081
0.005,55.139,-14.264,0.002,-0.012,13239.949999999999,0.113
0.005,51.804,-28.529,-0.005,-0.008,73089.92,0.145
0.004,51.804,-33.276,-0.003,-0.005,24110.600000000002,0.177
0.002,42.772,-100.000,-0.022,-0.036,121704.60999999999,0.210
0.002,51.818,-39.917,0.005,0.002,18780.0,0.242
0.003,54.397,-33.391,0.010,0.008,226457.49999999997,0.274
0.001,46.378,-83.218,-0.013,-0.008,624.0,0.306
-0.002,40.004,-100.000,-0.028,-0.024,258537.63999999998,0.339
-0.000,53.688,-22.286,0.020,0.041,413040.30000000005,0.371
0.000,51.580,-33.372,0.007,0.002,121955.31,0.403
0.001,51.580,-33.372,0.005,-0.005,103497.94,0.435
0.002,53.689,-22.286,0.009,0.022,78924.29,0.468
0.004,57.680,-0.000,0.019,0.047,35772.88,0.500
0.009,64.305,-0.000,0.039,0.019,331693.74999999994,0.500
0.012,61.691,-7.748,0.019,0.012,85605.00000000001,0.517
0.014,59.104,-15.495,0.006,0.002,131883.96,0.534
0.012,52.095,-38.578,-0.015,-0.025,177786.24,0.551
0.012,54.064,-30.831,-0.004,-0.023,151442.59,0.568
0.010,49.688,-46.246,-0.015,-0.054,150711.99,0.585
0.010,53.722,-30.831,0.003,-0.017,8617.3,0.602
0.012,59.021,-14.370,0.021,0.015,46477.58999999999,0.619
0.013,59.021,-14.370,0.014,0.029,14236.49,0.636
0.013,54.213,-42.963,-0.004,0.000,28794.43,0.653
0.012,54.213,-50.086,-0.002,0.013,245.7,0.669
0.013,58.165,-16.753,0.011,0.009,33419.840000000004,0.686
0.013,55.569,-33.506,0.001,-0.020,52086.96,0.703
0.012,53.046,-50.086,-0.006,-0.020,54470.91,0.720
0.012,55.235,-33.506,0.003,0.006,12737.7,0.737
0.010,50.194,-66.667,-0.011,-0.009,11339.509999999998,0.754
0.009,52.527,-50.086,-0.001,-0.012,14546.7,0.771
0.009,52.527,-75.130,-0.001,-0.002,3282.26,0.788
0.009,54.973,-50.259,0.006,0.012,32643.550000000003,0.805
0.009,54.973,-50.259,0.004,0.001,53522.169999999984,0.822
0.009,54.973,-50.259,0.003,0.014,1421.75,0.839
0.008,54.973,-50.259,0.002,0.003,5156.25,0.856
0.008,54.973,-50.259,0.001,0.002,6.31,0.873
0.007,51.155,-66.782,-0.006,-0.012,18655.579999999998,0.890
0.006,51.155,-66.782,-0.004,-0.008,4259.32,0.907
0.005,51.155,-66.782,-0.002,-0.005,11605.309999999998,0.924
0.005,51.155,-66.782,-0.002,-0.003,5953.5,0.941
0.003,43.068,-100.000,-0.014,-0.015,66187.4,0.958
-0.001,36.829,-100.000,-0.022,-0.017,202034.21000000002,0.975
-0.002,41.400,-83.391,-0.008,-0.005,68717.31,0.992
-0.004,38.407,-100.000,-0.012,-0.009,17740.29,0.975
-0.008,31.116,-100.000,-0.027,-0.026,89387.4,0.958
-0.011,35.539,-88.812,-0.012,0.002,9731.619999999999,0.941
-0.013,33.240,-88.915,-0.014,0.008,144970.67,0.924
-0.015,33.240,-88.915,-0.010,-0.001,78952.69,0.907
-0.016,33.240,-88.915,-0.006,0.006,2554.3,0.890
-0.017,33.240,-61.551,-0.004,0.023,181053.87,0.873
